# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  d3fd917
# trials  24000 injected per cell
#
# THE GPU'S ALGORITHM, measured with the GPU filtering.
#
# accuracy.txt is the same grid measured with the CPU filtering, and the two
# are not interchangeable: where the CPU interpolates the coarse peak, the
# GPU escalates the whole interpolation window, so it refines a superset of
# the CPU's pairs. Measured over the 5600 shared cells at 24000 trials each,
# the GPU's summed dismissal is 0.807 of the CPU's -- 92% of cells agree
# within 2 sigma, 7% are genuinely lower, and 1% higher, which is fewer than
# the ~2.3% that 5600 two-sigma comparisons produce by chance.
#
# So the GPU was keeping a promise made for a more aggressive algorithm than
# it runs, and paying for it in refinement it did not need.
#
# Covers only the lengths the GPU backend runs. accuracy.txt still serves
# every other length and the CPU.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
ACC2 1024 4 6.00 0.8000 2.03 0.960 2.6318e-04
ACC2 1024 4 6.00 0.8000 2.03 0.980 3.2897e-04
ACC2 1024 4 6.00 0.8000 2.03 1.000 5.9214e-04
ACC2 1024 4 6.00 0.8000 3.94 0.900 1.3735e-04
ACC2 1024 4 6.00 0.8000 3.94 0.930 1.3735e-04
ACC2 1024 4 6.00 0.8000 3.94 0.960 2.0603e-04
ACC2 1024 4 6.00 0.8000 3.94 0.980 4.1206e-04
ACC2 1024 4 6.00 0.8000 3.94 1.000 4.8074e-04
ACC2 1024 4 6.00 0.8000 8.14 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 8.14 0.930 7.1250e-05
ACC2 1024 4 6.00 0.8000 8.14 0.960 7.1250e-05
ACC2 1024 4 6.00 0.8000 8.14 0.980 1.4250e-04
ACC2 1024 4 6.00 0.8000 8.14 1.000 2.8500e-04
ACC2 1024 4 6.00 0.8000 16.12 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 16.12 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 16.12 0.960 2.9201e-04
ACC2 1024 4 6.00 0.8000 16.12 0.980 4.3802e-04
ACC2 1024 4 6.00 0.8000 16.12 1.000 5.1102e-04
ACC2 1024 4 6.00 0.8000 32.60 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 32.60 0.930 7.4427e-05
ACC2 1024 4 6.00 0.8000 32.60 0.960 1.4885e-04
ACC2 1024 4 6.00 0.8000 32.60 0.980 2.9771e-04
ACC2 1024 4 6.00 0.8000 32.60 1.000 4.4656e-04
ACC2 1024 4 6.00 0.8000 64.54 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 64.54 0.930 7.5683e-05
ACC2 1024 4 6.00 0.8000 64.54 0.960 1.5137e-04
ACC2 1024 4 6.00 0.8000 64.54 0.980 1.5137e-04
ACC2 1024 4 6.00 0.8000 64.54 1.000 2.2705e-04
ACC2 1024 4 6.00 0.8000 130.28 0.900 0.0000e+00
ACC2 1024 4 6.00 0.8000 130.28 0.930 0.0000e+00
ACC2 1024 4 6.00 0.8000 130.28 0.960 0.0000e+00
ACC2 1024 4 6.00 0.8000 130.28 0.980 0.0000e+00
ACC2 1024 4 6.00 0.8000 130.28 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9000 2.03 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 2.03 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 2.03 0.960 6.1877e-05
ACC2 1024 4 6.00 0.9000 2.03 0.980 1.2375e-04
ACC2 1024 4 6.00 0.9000 2.03 1.000 3.7126e-04
ACC2 1024 4 6.00 0.9000 3.94 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 3.94 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 3.94 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9000 3.94 0.980 1.9428e-04
ACC2 1024 4 6.00 0.9000 3.94 1.000 5.8283e-04
ACC2 1024 4 6.00 0.9000 8.14 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 8.14 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 8.14 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9000 8.14 0.980 6.7787e-05
ACC2 1024 4 6.00 0.9000 8.14 1.000 3.3894e-04
ACC2 1024 4 6.00 0.9000 16.12 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 16.12 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 16.12 0.960 7.0092e-05
ACC2 1024 4 6.00 0.9000 16.12 0.980 1.4018e-04
ACC2 1024 4 6.00 0.9000 16.12 1.000 3.5046e-04
ACC2 1024 4 6.00 0.9000 32.60 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 32.60 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 32.60 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9000 32.60 0.980 1.4405e-04
ACC2 1024 4 6.00 0.9000 32.60 1.000 3.6013e-04
ACC2 1024 4 6.00 0.9000 64.54 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 64.54 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 64.54 0.960 7.4014e-05
ACC2 1024 4 6.00 0.9000 64.54 0.980 7.4014e-05
ACC2 1024 4 6.00 0.9000 64.54 1.000 7.4014e-05
ACC2 1024 4 6.00 0.9000 130.28 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9000 130.28 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9000 130.28 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9000 130.28 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9000 130.28 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9500 2.03 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 2.03 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 2.03 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 2.03 0.980 6.1278e-05
ACC2 1024 4 6.00 0.9500 2.03 1.000 6.7406e-04
ACC2 1024 4 6.00 0.9500 3.94 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 3.94 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 3.94 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 3.94 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9500 3.94 1.000 4.4717e-04
ACC2 1024 4 6.00 0.9500 8.14 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 8.14 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 8.14 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 8.14 0.980 6.6304e-05
ACC2 1024 4 6.00 0.9500 8.14 1.000 2.6522e-04
ACC2 1024 4 6.00 0.9500 16.12 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 16.12 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 16.12 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 16.12 0.980 1.3704e-04
ACC2 1024 4 6.00 0.9500 16.12 1.000 4.1113e-04
ACC2 1024 4 6.00 0.9500 32.60 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 32.60 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 32.60 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 32.60 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9500 32.60 1.000 1.4096e-04
ACC2 1024 4 6.00 0.9500 64.54 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 64.54 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 64.54 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 64.54 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9500 64.54 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9500 130.28 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9500 130.28 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9500 130.28 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9500 130.28 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9500 130.28 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.03 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.03 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.03 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 2.03 0.980 6.2873e-05
ACC2 1024 4 6.00 0.9800 2.03 1.000 2.8922e-03
ACC2 1024 4 6.00 0.9800 3.94 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 3.94 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 3.94 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 3.94 0.980 1.2958e-04
ACC2 1024 4 6.00 0.9800 3.94 1.000 1.6197e-03
ACC2 1024 4 6.00 0.9800 8.14 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 8.14 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 8.14 0.960 6.6729e-05
ACC2 1024 4 6.00 0.9800 8.14 0.980 1.3346e-04
ACC2 1024 4 6.00 0.9800 8.14 1.000 9.3421e-04
ACC2 1024 4 6.00 0.9800 16.12 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.12 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.12 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.12 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9800 16.12 1.000 6.8446e-05
ACC2 1024 4 6.00 0.9800 32.60 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.60 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.60 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.60 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9800 32.60 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.54 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.54 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.54 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.54 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9800 64.54 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9800 130.28 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9800 130.28 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9800 130.28 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9800 130.28 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9800 130.28 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.03 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.03 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.03 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.03 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 2.03 1.000 1.7732e-02
ACC2 1024 4 6.00 0.9950 3.94 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 3.94 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 3.94 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 3.94 0.980 6.7376e-05
ACC2 1024 4 6.00 0.9950 3.94 1.000 9.9717e-03
ACC2 1024 4 6.00 0.9950 8.14 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.14 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.14 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.14 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 8.14 1.000 2.6077e-03
ACC2 1024 4 6.00 0.9950 16.12 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.12 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.12 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.12 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 16.12 1.000 5.5668e-04
ACC2 1024 4 6.00 0.9950 32.60 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.60 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.60 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.60 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 32.60 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.54 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.54 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.54 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.54 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 64.54 1.000 0.0000e+00
ACC2 1024 4 6.00 0.9950 130.28 0.900 0.0000e+00
ACC2 1024 4 6.00 0.9950 130.28 0.930 0.0000e+00
ACC2 1024 4 6.00 0.9950 130.28 0.960 0.0000e+00
ACC2 1024 4 6.00 0.9950 130.28 0.980 0.0000e+00
ACC2 1024 4 6.00 0.9950 130.28 1.000 0.0000e+00
ACC2 1024 4 6.50 0.8000 2.03 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 2.03 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 2.03 0.960 2.7584e-04
ACC2 1024 4 6.50 0.8000 2.03 0.980 2.7584e-04
ACC2 1024 4 6.50 0.8000 2.03 1.000 6.2065e-04
ACC2 1024 4 6.50 0.8000 3.94 0.900 7.1276e-05
ACC2 1024 4 6.50 0.8000 3.94 0.930 1.4255e-04
ACC2 1024 4 6.50 0.8000 3.94 0.960 2.1383e-04
ACC2 1024 4 6.50 0.8000 3.94 0.980 4.2766e-04
ACC2 1024 4 6.50 0.8000 3.94 1.000 4.9893e-04
ACC2 1024 4 6.50 0.8000 8.14 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 8.14 0.930 7.3325e-05
ACC2 1024 4 6.50 0.8000 8.14 0.960 7.3325e-05
ACC2 1024 4 6.50 0.8000 8.14 0.980 1.4665e-04
ACC2 1024 4 6.50 0.8000 8.14 1.000 2.9330e-04
ACC2 1024 4 6.50 0.8000 16.12 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 16.12 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 16.12 0.960 2.2396e-04
ACC2 1024 4 6.50 0.8000 16.12 0.980 4.4793e-04
ACC2 1024 4 6.50 0.8000 16.12 1.000 5.2258e-04
ACC2 1024 4 6.50 0.8000 32.60 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 32.60 0.930 7.5666e-05
ACC2 1024 4 6.50 0.8000 32.60 0.960 1.5133e-04
ACC2 1024 4 6.50 0.8000 32.60 0.980 3.0266e-04
ACC2 1024 4 6.50 0.8000 32.60 1.000 3.7833e-04
ACC2 1024 4 6.50 0.8000 64.54 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 64.54 0.930 7.6523e-05
ACC2 1024 4 6.50 0.8000 64.54 0.960 7.6523e-05
ACC2 1024 4 6.50 0.8000 64.54 0.980 1.5305e-04
ACC2 1024 4 6.50 0.8000 64.54 1.000 2.2957e-04
ACC2 1024 4 6.50 0.8000 130.28 0.900 0.0000e+00
ACC2 1024 4 6.50 0.8000 130.28 0.930 0.0000e+00
ACC2 1024 4 6.50 0.8000 130.28 0.960 0.0000e+00
ACC2 1024 4 6.50 0.8000 130.28 0.980 0.0000e+00
ACC2 1024 4 6.50 0.8000 130.28 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9000 2.03 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 2.03 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 2.03 0.960 6.4070e-05
ACC2 1024 4 6.50 0.9000 2.03 0.980 1.2814e-04
ACC2 1024 4 6.50 0.9000 2.03 1.000 3.8442e-04
ACC2 1024 4 6.50 0.9000 3.94 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 3.94 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 3.94 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 3.94 0.980 1.3366e-04
ACC2 1024 4 6.50 0.9000 3.94 1.000 4.6782e-04
ACC2 1024 4 6.50 0.9000 8.14 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 8.14 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 8.14 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 8.14 0.980 6.9793e-05
ACC2 1024 4 6.50 0.9000 8.14 1.000 4.1876e-04
ACC2 1024 4 6.50 0.9000 16.12 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 16.12 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 16.12 0.960 7.2046e-05
ACC2 1024 4 6.50 0.9000 16.12 0.980 1.4409e-04
ACC2 1024 4 6.50 0.9000 16.12 1.000 3.6023e-04
ACC2 1024 4 6.50 0.9000 32.60 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 32.60 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 32.60 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 32.60 0.980 1.4703e-04
ACC2 1024 4 6.50 0.9000 32.60 1.000 3.6757e-04
ACC2 1024 4 6.50 0.9000 64.54 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 64.54 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 64.54 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 64.54 0.980 7.5262e-05
ACC2 1024 4 6.50 0.9000 64.54 1.000 7.5262e-05
ACC2 1024 4 6.50 0.9000 130.28 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9000 130.28 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9000 130.28 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9000 130.28 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9000 130.28 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.03 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.03 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.03 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 2.03 0.980 1.2569e-04
ACC2 1024 4 6.50 0.9500 2.03 1.000 3.7707e-04
ACC2 1024 4 6.50 0.9500 3.94 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 3.94 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 3.94 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 3.94 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9500 3.94 1.000 5.8850e-04
ACC2 1024 4 6.50 0.9500 8.14 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.14 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.14 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.14 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9500 8.14 1.000 1.3576e-04
ACC2 1024 4 6.50 0.9500 16.12 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 16.12 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 16.12 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 16.12 0.980 7.0082e-05
ACC2 1024 4 6.50 0.9500 16.12 1.000 2.8033e-04
ACC2 1024 4 6.50 0.9500 32.60 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.60 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.60 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.60 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9500 32.60 1.000 1.4396e-04
ACC2 1024 4 6.50 0.9500 64.54 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 64.54 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 64.54 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 64.54 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9500 64.54 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9500 130.28 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9500 130.28 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9500 130.28 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9500 130.28 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9500 130.28 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.03 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.03 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.03 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 2.03 0.980 6.3939e-05
ACC2 1024 4 6.50 0.9800 2.03 1.000 2.2379e-03
ACC2 1024 4 6.50 0.9800 3.94 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 3.94 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 3.94 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 3.94 0.980 1.3188e-04
ACC2 1024 4 6.50 0.9800 3.94 1.000 9.8912e-04
ACC2 1024 4 6.50 0.9800 8.14 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 8.14 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 8.14 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 8.14 0.980 6.7875e-05
ACC2 1024 4 6.50 0.9800 8.14 1.000 8.1450e-04
ACC2 1024 4 6.50 0.9800 16.12 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.12 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.12 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.12 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9800 16.12 1.000 6.9507e-05
ACC2 1024 4 6.50 0.9800 32.60 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 32.60 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 32.60 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 32.60 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9800 32.60 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9800 64.54 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 64.54 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 64.54 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 64.54 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9800 64.54 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9800 130.28 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9800 130.28 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9800 130.28 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9800 130.28 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9800 130.28 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9950 2.03 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 2.03 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 2.03 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 2.03 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9950 2.03 1.000 1.6691e-02
ACC2 1024 4 6.50 0.9950 3.94 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 3.94 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 3.94 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 3.94 0.980 6.8315e-05
ACC2 1024 4 6.50 0.9950 3.94 1.000 8.1295e-03
ACC2 1024 4 6.50 0.9950 8.14 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 8.14 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 8.14 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 8.14 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9950 8.14 1.000 2.7061e-03
ACC2 1024 4 6.50 0.9950 16.12 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 16.12 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 16.12 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 16.12 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9950 16.12 1.000 6.3296e-04
ACC2 1024 4 6.50 0.9950 32.60 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 32.60 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 32.60 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 32.60 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9950 32.60 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9950 64.54 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 64.54 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 64.54 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 64.54 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9950 64.54 1.000 0.0000e+00
ACC2 1024 4 6.50 0.9950 130.28 0.900 0.0000e+00
ACC2 1024 4 6.50 0.9950 130.28 0.930 0.0000e+00
ACC2 1024 4 6.50 0.9950 130.28 0.960 0.0000e+00
ACC2 1024 4 6.50 0.9950 130.28 0.980 0.0000e+00
ACC2 1024 4 6.50 0.9950 130.28 1.000 0.0000e+00
ACC2 1024 8 5.00 0.8000 2.03 0.900 0.0000e+00
ACC2 1024 8 5.00 0.8000 2.03 0.930 1.1665e-04
ACC2 1024 8 5.00 0.8000 2.03 0.960 2.3330e-04
ACC2 1024 8 5.00 0.8000 2.03 0.980 2.9163e-04
ACC2 1024 8 5.00 0.8000 2.03 1.000 4.6661e-04
ACC2 1024 8 5.00 0.8000 3.94 0.900 6.1893e-05
ACC2 1024 8 5.00 0.8000 3.94 0.930 6.1893e-05
ACC2 1024 8 5.00 0.8000 3.94 0.960 1.8568e-04
ACC2 1024 8 5.00 0.8000 3.94 0.980 3.0946e-04
ACC2 1024 8 5.00 0.8000 3.94 1.000 3.0946e-04
ACC2 1024 8 5.00 0.8000 8.14 0.900 0.0000e+00
ACC2 1024 8 5.00 0.8000 8.14 0.930 0.0000e+00
ACC2 1024 8 5.00 0.8000 8.14 0.960 0.0000e+00
ACC2 1024 8 5.00 0.8000 8.14 0.980 6.4910e-05
ACC2 1024 8 5.00 0.8000 8.14 1.000 1.9473e-04
ACC2 1024 8 5.00 0.8000 16.12 0.900 0.0000e+00
ACC2 1024 8 5.00 0.8000 16.12 0.930 1.3545e-04
ACC2 1024 8 5.00 0.8000 16.12 0.960 2.0317e-04
ACC2 1024 8 5.00 0.8000 16.12 0.980 2.7089e-04
ACC2 1024 8 5.00 0.8000 16.12 1.000 4.0634e-04
ACC2 1024 8 5.00 0.8000 32.60 0.900 0.0000e+00
ACC2 1024 8 5.00 0.8000 32.60 0.930 0.0000e+00
ACC2 1024 8 5.00 0.8000 32.60 0.960 0.0000e+00
ACC2 1024 8 5.00 0.8000 32.60 0.980 3.5041e-04
ACC2 1024 8 5.00 0.8000 32.60 1.000 4.2049e-04
ACC2 1024 8 5.00 0.8000 64.54 0.900 0.0000e+00
ACC2 1024 8 5.00 0.8000 64.54 0.930 7.2396e-05
ACC2 1024 8 5.00 0.8000 64.54 0.960 1.4479e-04
